name of media group,description of media group,headquarters of the media group,name of the radio station,description of the radio station,frequency of the radio station,programme,description,programme_lssl,schedule,podcast,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Gabriel,Tran,1984-06-26,Male,Analyst,Motorsports Journalist,george16
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Melinda,Miller,1956-01-23,Male,Reporter,High School Sports Reporter,mary28
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Maria,Ortega,1995-09-06,Female,Host,Cycling Journalist,jenniferwells
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Jason,Miller,1956-07-22,Male,Journalist,Sports Science Writer,wolfjackson
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Philip,Carroll,1946-06-26,Male,Commentator,Winter Sports Analyst,sgarcia
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Brenda,Cruz,1965-11-17,Male,Journalist,Youth Sports Correspondent,saundersmichael
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Emily,Wilson,1995-05-05,Male,Journalist,High School Sports Reporter,jason03
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Sean,Torres,1969-07-12,Male,Producer,Baseball Analyst,elizabethjohnson
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Kimberly,Smith,1985-04-01,Male,Analyst,Basketball Correspondent,psullivan
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Anne,Everett,1934-01-24,Female,Analyst,Hockey Reporter,jason21
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Charles,Thomas,1948-12-19,Male,Reporter,Sports Science Writer,cindyvasquez
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Benjamin,Baldwin,1940-07-09,Female,Host,Youth Sports Correspondent,whitesarah
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Susan,Collins,1976-05-19,Female,Host,Athletics Commentator,alyssalogan
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Richard,Warren,1950-07-30,Male,Producer,Rugby Correspondent,johnmurphy
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Carlos,Estrada,1984-09-09,Male,Analyst,Olympics Correspondent,sellerssamantha
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Joyce,Pena,1990-05-17,Female,Commentator,Hockey Reporter,pmorse
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Douglas,Vasquez,1980-11-15,Male,Journalist,Sports Science Writer,elliscody
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Mark,Black,1973-05-29,Male,Reporter,Youth Sports Correspondent,montgomerybeth
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Kyle,Martin,1967-12-31,Female,Journalist,Paralympics Reporter,lopezmatthew
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,sciencebeatradio-twilighttunes,14-20,0,Nicholas,Miller,2001-08-01,Male,Commentator,Cricket Analyst,eric78
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,sciencebeatradio-happyhourhits,08-11,1,Courtney,Lopez,1998-11-24,Male,Host,Football Reporter,carlsondavid
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,sciencebeatradio-happyhourhits,08-11,1,Adam,Hughes,1947-07-31,Male,Producer,Sports Medicine Correspondent,maxwelleric
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,sciencebeatradio-happyhourhits,08-11,1,Kevin,King,1984-05-04,Female,Journalist,Boxing Reporter,lbruce
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Eric,Anderson,1968-04-08,Male,Analyst,Boxing Reporter,andrew41
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Kevin,Trevino,1948-12-30,Male,Journalist,Soccer Journalist,williamslisa
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Alec,Phillips,1940-04-02,Male,Journalist,Tennis Commentator,zthomas
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Gabriel,Clay,1994-09-09,Male,Journalist,Hockey Reporter,deborah63
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Samantha,Farrell,1994-08-15,Male,Producer,Soccer Journalist,johnsongeorge
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Chelsea,Bauer,1992-08-03,Female,Host,Outdoor Adventure Journalist,brentrivers
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Melissa,Caldwell,1964-02-08,Female,Commentator,Basketball Correspondent,christopherjones
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Kimberly,Liu,1948-04-07,Male,Reporter,Sports Business Journalist,monicawaters
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,sciencebeatradio-afternoonharmony,17-20,1,Amy,Lewis,2005-09-14,Female,Commentator,College Sports Analyst,tmartin
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,sciencebeatradio-funkyfusion,20-23,0,Linda,Moore,1944-03-07,Male,Producer,College Sports Analyst,wesley41
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,sciencebeatradio-funkyfusion,20-23,0,Dean,Holder,1969-04-17,Female,Commentator,Rugby Correspondent,fschroeder
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,sciencebeatradio-funkyfusion,20-23,0,Karen,Moore,1984-01-15,Female,Host,Cycling Journalist,brandonjones
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,sciencebeatradio-funkyfusion,20-23,0,Lisa,White,1970-11-27,Male,Analyst,Soccer Journalist,benjaminchen
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,sciencebeatradio-funkyfusion,20-23,0,Maria,Ortega,1995-09-06,Female,Journalist,Cycling Journalist,jenniferwells
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,James,Hardy,1968-08-01,Female,Commentator,Boxing Reporter,brownheidi
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Julie,Olson,1968-01-15,Female,Reporter,Golf Writer,gary94
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Jennifer,Frazier,1966-12-20,Female,Journalist,High School Sports Reporter,cherylfoley
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,David,Reynolds,1980-06-07,Male,Reporter,College Sports Analyst,lesliestanton
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Patricia,Wagner,1937-05-13,Female,Host,Boxing Reporter,saralewis
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Daniel,Daniel,1996-01-30,Female,Producer,Hockey Reporter,nathan35
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Michael,Oconnor,1963-11-12,Male,Journalist,Paralympics Reporter,whitemegan
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,William,Huang,1974-12-17,Female,Analyst,High School Sports Reporter,banksmary
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Brian,Fletcher,1968-07-25,Female,Producer,Sports Medicine Correspondent,uclark
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Roger,Nguyen,1990-12-15,Male,Commentator,Extreme Sports Correspondent,stacey34
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,sciencebeatradio-rockinrhythms,13-16,1,Mathew,Mendez,1979-09-26,Female,Analyst,Baseball Analyst,qparker
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Midnight Mood,Get lost in the music during the late-night hours.,sciencebeatradio-midnightmood,22-23,1,Adam,Hughes,1947-07-31,Male,Journalist,Sports Medicine Correspondent,maxwelleric
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Midnight Mood,Get lost in the music during the late-night hours.,sciencebeatradio-midnightmood,22-23,1,Kimberly,Liu,1948-04-07,Male,Commentator,Sports Business Journalist,monicawaters
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,ScienceBeat Radio,Unraveling Scientific Breakthroughs,99.8 FM,ScienceBeat Radio - Midnight Mood,Get lost in the music during the late-night hours.,sciencebeatradio-midnightmood,22-23,1,Gregory,Manning,1952-05-12,Female,Analyst,Cycling Journalist,jeffreywoods
