name of media group,description of media group,headquarters of the media group,title of the tv channel,video quality of the tv channel,programme,description,programme_lssl,schedule,production_company,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,BreakingNow TV,720p HD,BreakingNow TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",breakingnowtv-sportsinsight,22-23,Wood Group,Jackson,Maynard,1990-04-11,Male,Analyst,Football Reporter,gjackson
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,BreakingNow TV,720p HD,BreakingNow TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",breakingnowtv-sportsinsight,22-23,Wood Group,Brandon,Johnson,1961-09-24,Male,Host,Sports Medicine Correspondent,codycooper
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,BreakingNow TV,720p HD,BreakingNow TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",breakingnowtv-sportsinsight,22-23,Wood Group,Karen,Waters,1990-01-05,Male,Analyst,Motorsports Journalist,victoria45
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,BreakingNow TV,720p HD,BreakingNow TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",breakingnowtv-sportsinsight,22-23,Wood Group,Tina,Schaefer,1934-10-07,Male,Host,Wrestling Commentator,gonzalesaaron
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,BreakingNow TV,720p HD,BreakingNow TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",breakingnowtv-sportsinsight,22-23,Wood Group,Alexandra,Fuller,1984-06-28,Female,Producer,Extreme Sports Correspondent,toddebony
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,John,Carr,1986-12-12,Female,Commentator,Rugby Correspondent,patrick67
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Benjamin,Baldwin,1940-07-09,Female,Journalist,Youth Sports Correspondent,whitesarah
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Derrick,Johnson,1964-02-26,Female,Reporter,Cricket Analyst,dhudson
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Amy,George,1961-11-01,Male,Analyst,Boxing Reporter,cterry
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Melissa,Medina,1968-01-28,Male,Journalist,Paralympics Reporter,leonardkaren
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,James,Wilson,1996-01-05,Female,Commentator,Rugby Correspondent,austinhayes
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Melanie,Harrison,2000-08-05,Female,Analyst,Mixed Martial Arts (MMA) Reporter,morrisonkathy
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Danny,Kim,1938-05-26,Male,Reporter,Boxing Reporter,weeksjeffrey
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",canariastv-sportscenter,20-23,Chapman-Townsend,Kimberly,Case,1938-03-12,Male,Commentator,Soccer Journalist,diane54
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Ashley,Briggs,1945-09-20,Female,Host,Water Sports Reporter,roberttaylor
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Kathryn,Banks,2005-09-23,Male,Journalist,Esports Commentator,kevinneal
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,William,Sheppard,1975-10-04,Female,Commentator,Baseball Analyst,ujones
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Brenda,Medina,1954-03-17,Male,Producer,Baseball Analyst,qgoodman
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Robert,Skinner,1964-07-17,Male,Journalist,High School Sports Reporter,nicholas32
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Wendy,May,1956-07-02,Male,Reporter,Football Reporter,vglover
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Julie,Phelps,1992-05-27,Male,Journalist,Athletics Commentator,gregoryking
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Leah,Gomez,1968-03-16,Male,Analyst,Tennis Commentator,romerocarol
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Anna,Allen,1937-07-31,Female,Reporter,Winter Sports Analyst,breynolds
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Dwayne,Harris,1999-12-12,Male,Reporter,Golf Writer,combswendy
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Stephen,Walker,1987-07-27,Female,Producer,Paralympics Reporter,kfisher
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Gary,Maldonado,1987-09-12,Male,Host,Esports Commentator,whunt
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Karen,Jones,1997-07-19,Female,Producer,Sports Science Writer,timothymorris
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Breaking News,Breaking news stories as they happen.,canariastv-breakingnews,22-23,Williams-Powers,Kevin,Bell,1994-08-09,Male,Analyst,Motorsports Journalist,mhall
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,George,Reed,2002-02-02,Male,Commentator,Baseball Analyst,tammybailey
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,Lisa,James,2002-12-24,Male,Producer,Tennis Commentator,anita04
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,Donald,Watson,1941-10-26,Male,Producer,Sports Science Writer,richardgraham
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,Katherine,Harris,1967-12-05,Male,Journalist,Soccer Journalist,amandayoung
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,Brandon,Parker,1939-01-15,Female,Reporter,Rugby Correspondent,ojones
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,Jennifer,Alexander,1943-05-21,Female,Analyst,Outdoor Adventure Journalist,freyes
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Daily News Recap,Recap of the day's news with in-depth analysis.,canariastv-dailynewsrecap,11-16,Moyer-Hall,Brian,Gutierrez,1942-05-10,Male,Host,Soccer Journalist,ronalddaniels
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Barbara,Mccormick,1960-12-09,Female,Journalist,Basketball Correspondent,russellsamuel
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Bobby,Miller,1981-10-05,Male,Producer,College Sports Analyst,charles62
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Lynn,Griffin,1988-11-19,Male,Host,Rugby Correspondent,cheryldavenport
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Nathan,Allison,1971-01-26,Male,Commentator,Golf Writer,gomezdavid
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Kimberly,Pena,1990-06-02,Female,Host,Winter Sports Analyst,chenjohn
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Christina,Wilkinson,1936-12-03,Male,Reporter,Paralympics Reporter,hcaldwell
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Kendra,Wright,1972-02-02,Female,Producer,Cycling Journalist,derekwood
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Susan,Hernandez,1984-01-02,Female,Host,College Sports Analyst,rogerswilliam
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Adam,Hughes,1947-07-31,Male,Host,Sports Medicine Correspondent,maxwelleric
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Vincent,Smith,1979-07-18,Male,Commentator,Wrestling Commentator,wilsonkatherine
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Talk,Engaging discussions and analysis of sports events.,canariastv-sportstalk,14-20,Lutz Ltd,Michelle,Ellis,1952-01-25,Male,Reporter,Olympics Correspondent,zlopez
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,James,Wilson,1996-01-05,Female,Commentator,Rugby Correspondent,austinhayes
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,William,Rivera,1938-09-16,Female,Host,Cricket Analyst,karimurphy
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Eric,Wolf,1942-08-13,Female,Host,Esports Commentator,john98
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Benjamin,Ware,1951-12-16,Male,Reporter,Water Sports Reporter,smiththomas
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Kyle,Browning,1966-01-10,Female,Reporter,Esports Commentator,chelseapayne
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Stephen,Peterson,1979-02-13,Male,Reporter,Youth Sports Correspondent,bradley62
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Amber,Potter,1944-09-20,Female,Analyst,Baseball Analyst,jamiepayne
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Timothy,Savage,1948-09-04,Female,Producer,Tennis Commentator,kylegarrison
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Michael,Kelly,1972-04-15,Female,Reporter,Winter Sports Analyst,reginaanderson
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Gregory,Manning,1952-05-12,Female,Producer,Cycling Journalist,jeffreywoods
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Charles,Peterson,1960-04-14,Male,Journalist,Sports Science Writer,dustin94
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Jessica,Stafford,1959-09-04,Female,Journalist,Olympics Correspondent,normanelizabeth
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Regina,Jones,1934-01-26,Male,Producer,Outdoor Adventure Journalist,ugreen
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Brandon,Parker,1939-01-15,Female,Host,Rugby Correspondent,ojones
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Travel Magazine,Exploring travel destinations and cultural experiences.,canariastv-travelmagazine,14-20,Miller-Murphy,Todd,Miles,2006-02-07,Female,Journalist,Sports Business Journalist,courtneyowens
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Evening Edition,Evening news coverage with in-depth reporting.,canariastv-eveningedition,22-23,Jones Ltd,Mark,Black,1973-05-29,Male,Commentator,Youth Sports Correspondent,montgomerybeth
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Evening Edition,Evening news coverage with in-depth reporting.,canariastv-eveningedition,22-23,Jones Ltd,Stephen,Mcknight,1939-10-26,Female,Producer,Water Sports Reporter,dvaughn
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Buzz,Buzzworthy moments and discussions in sports.,canariastv-sportsbuzz,22-23,"Hicks, Johnson and Beck",Brandy,Burke,1975-11-22,Male,Analyst,Cycling Journalist,michael34
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Buzz,Buzzworthy moments and discussions in sports.,canariastv-sportsbuzz,22-23,"Hicks, Johnson and Beck",Nicholas,Miller,2001-08-01,Male,Reporter,Cricket Analyst,eric78
CanariasMediaGroup,Island Vibes Broadcasting,Las Palmas,Canarias TV,1080p HD,Canarias TV - Sports Buzz,Buzzworthy moments and discussions in sports.,canariastv-sportsbuzz,22-23,"Hicks, Johnson and Beck",Jonathan,Ruiz,1998-03-03,Male,Host,Baseball Analyst,sanchezsara
