Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
CD Mirandés Goalkeeper Gloves M 161.98,CD Mirandés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,161.98,Soccer,Specifically designed for football goalkeepers.,M,,76,,,,,,,,CD Mirandés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Diners Club / Carte Blanche,0%,"Cáceres, Spain",5,3503264486414640,03/31,809.9,2019-07-30 23:08:57
CD Mirandés Cup Official 35.98 Microwave and Dishwasher Safe,CD Mirandés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",35.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,95,,,Microwave and Dishwasher Safe,,,,,CD Mirandés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Maestro,0%,"Badajoz, Spain",5,4340013963356001776,10/32,179.89999999999998,2023-03-24 18:50:29
CD Mirandés Jersey XL Official 89.98  Summer Blend,CD Mirandés,Jersey,"Athletic shirt, often associated with sports teams.",89.98,Everyday Sport,Versatile athletic shirt for any sport.,XL,Official,38,,,,Summer,,Blend,,CD Mirandés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Diners Club / Carte Blanche,0%,"Castellón, Spain",7,6545111271267506,06/27,629.86,2024-01-27 13:57:58
CD Mirandés Ball Official 44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,Official,94,,,,,,,,CD Mirandés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Diners Club / Carte Blanche,5%,"Guadalajara, Spain",11,503876487763,08/33,494.78,2023-07-18 01:18:32
CD Mirandés Goalkeeper Gloves 3XL Official 161.98,CD Mirandés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,161.98,Soccer,Specifically designed for football goalkeepers.,3XL,Official,8,,,,,,,,CD Mirandés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Mastercard,10%,"Granada, Spain",9,3582572939907950,11/29,1457.82,2021-05-30 09:08:55
CD Mirandés Shorts L 53.98  Winter Cotton,CD Mirandés,Shorts,"Brief-length trousers, worn in warm weather or for sports.",53.98,Spring Activities,Great for staying cool during summer sports.,L,,41,,,,Winter,,Cotton,,CD Mirandés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,25%,"Barcelona, Spain",10,213151136566993,02/28,539.8,2022-10-06 18:40:02
CD Mirandés Pencil Case Official 23.38 Ink Compartment,CD Mirandés,Pencil Case,"Container for storing pens, pencils, and other stationery.",23.38,School and Office,Useful for school and office organization.,,Official,10,Multi-Compartment,,Ink Compartment,,,,,CD Mirandés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Diners Club / Carte Blanche,0%,"Castellón, Spain",11,4841271868849,08/33,257.18,2020-07-07 15:23:10
CD Mirandés Long Pants XS Official 107.98  Summer Blend,CD Mirandés,Long Pants,Full-length trousers or pants.,107.98,Sports and Activities,Designed for sports and exercise activities.,XS,Official,9,,,,Summer,,Blend,,CD Mirandés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Maestro,0%,"Melilla, Spain",2,4040748198159,03/27,215.96,2023-09-23 01:19:01
CD Mirandés Ball Official 44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,Official,100,,,,,,,,CD Mirandés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,0%,"Huelva, Spain",10,4862695962864299359,03/26,449.79999999999995,2021-06-30 13:23:41
CD Mirandés Ball  44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,,56,,,,,,,,CD Mirandés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,10%,"Baleares, Spain",9,4547158627835737,09/28,404.82,2023-04-02 15:08:14
CD Mirandés Cup  35.98 Microwave and Dishwasher Safe,CD Mirandés,Cup,"Drinking vessel, often awarded as a trophy in competitions.",35.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,,67,,,Microwave and Dishwasher Safe,,,,,CD Mirandés - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 13 digit,0%,"Valencia, Spain",5,4710859365538,06/30,179.89999999999998,2020-07-25 14:04:15
CD Mirandés Jersey M Official 89.98  Summer Blend,CD Mirandés,Jersey,"Athletic shirt, often associated with sports teams.",89.98,Everyday Sport,Versatile athletic shirt for any sport.,M,Official,123,,,,Summer,,Blend,,CD Mirandés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,0%,"Ourense, Spain",10,676208586146,10/33,899.8000000000001,2020-06-15 09:36:21
CD Mirandés Boots XL Official 143.98 Football  Waterproof Lace-up,CD Mirandés,Boots,Sports footwear designed for different activities.,143.98,Football,Ideal for football players and enthusiasts.,XL,Official,58,Waterproof,Football,,,Waterproof,,Lace-up,CD Mirandés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Navarra, Spain",11,213148658662499,07/31,1583.78,2023-10-05 21:49:35
CD Mirandés Polo Shirt 2XL 62.98  All Seasons Polyester,CD Mirandés,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",62.98,Fashion Wear,Casual yet sporty attire for various occasions.,2XL,,28,,,,All Seasons,,Polyester,,CD Mirandés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,50%,"Ciudad, Spain",5,348454707344974,05/33,314.9,2020-07-08 10:18:11
CD Mirandés Cap 3XL Official 35.98 UV Protection,CD Mirandés,Cap,"Headwear with a brim, often used for sports or casual wear.",35.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,3XL,Official,69,,,UV Protection,,,,,CD Mirandés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,0%,"Guadalajara, Spain",6,3577538188048785,10/29,215.88,2023-08-02 11:38:55
CD Mirandés Pencil Case  23.38 Ink Compartment,CD Mirandés,Pencil Case,"Container for storing pens, pencils, and other stationery.",23.38,School and Office,Useful for school and office organization.,,,62,Multi-Compartment,,Ink Compartment,,,,,CD Mirandés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Maestro,0%,"Valladolid, Spain",2,4863795824561,03/28,46.76,2020-12-05 02:56:11
CD Mirandés Goalkeeper Gloves 3XL 161.98,CD Mirandés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,161.98,Soccer,Specifically designed for football goalkeepers.,3XL,,76,,,,,,,,CD Mirandés - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,0%,"Huesca, Spain",5,4456568453602705,09/33,809.9,2022-04-09 05:01:31
CD Mirandés Boots 3XL 143.98 Football  Waterproof Lace-up,CD Mirandés,Boots,Sports footwear designed for different activities.,143.98,Football,Ideal for football players and enthusiasts.,3XL,,105,Waterproof,Football,,,Waterproof,,Lace-up,CD Mirandés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,0%,"Guipúzcoa, Spain",11,4283388145524,01/32,1583.78,2023-07-11 13:38:41
CD Mirandés Ball  44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,,9,,,,,,,,CD Mirandés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 13 digit,15%,"Segovia, Spain",1,2232746486097417,10/26,44.98,2022-03-14 09:30:20
CD Mirandés Coat 2XL 233.98  Winter Cotton,CD Mirandés,Coat,Outerwear garment for protection against cold weather.,233.98,Winter Activities,Designed to keep you warm during winter activities.,2XL,,4,Wind-resistant,,,Winter,,Cotton,,CD Mirandés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,15%,"Zaragoza, Spain",6,3531936607774681,09/33,1403.8799999999999,2020-01-24 07:54:22
CD Mirandés Socks L Official 17.98 All sports  Sweet fit,CD Mirandés,Socks,Garments worn on the feet for comfort and warmth.,17.98,Sports and Exercise,Designed for sports and exercise routines.,L,Official,4,,All sports,,,Sweet,,fit,CD Mirandés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,25%,"Lugo, Spain",5,3567930778054293,09/27,89.9,2022-03-28 19:56:48
CD Mirandés Goalkeeper Gloves L 161.98,CD Mirandés,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,161.98,Soccer,Specifically designed for football goalkeepers.,L,,66,,,,,,,,CD Mirandés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",American Express,50%,"Jaén, Spain",7,30024346075108,09/28,1133.86,2022-07-11 02:08:07
CD Mirandés Ball Official 44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,Official,27,,,,,,,,CD Mirandés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 13 digit,0%,"Cádiz, Spain",4,213163335493770,08/31,179.92,2019-08-18 11:48:53
CD Mirandés Coat 3XL Official 233.98  Winter Cotton,CD Mirandés,Coat,Outerwear garment for protection against cold weather.,233.98,Winter Activities,Designed to keep you warm during winter activities.,3XL,Official,94,Wind-resistant,,,Winter,,Cotton,,CD Mirandés - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Diners Club / Carte Blanche,5%,"Almería, Spain",3,4535590861973796,03/28,701.9399999999999,2023-12-20 20:01:45
CD Mirandés Pencil Case  23.38 Ink Compartment,CD Mirandés,Pencil Case,"Container for storing pens, pencils, and other stationery.",23.38,School and Office,Useful for school and office organization.,,,61,Multi-Compartment,,Ink Compartment,,,,,CD Mirandés - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 13 digit,5%,"Vizcaya, Spain",1,36367609130167,10/30,23.38,2021-04-22 08:27:30
CD Mirandés Ball Official 44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,Official,92,,,,,,,,CD Mirandés - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,50%,"Las Palmas, Spain",2,4374274652960569,01/32,89.96,2021-02-17 20:06:00
CD Mirandés Ball Official 44.98,CD Mirandés,Ball,Spherical object used in various sports and games.,44.98,Few Sports,Versatile ball for various sports and games.,,Official,53,,,,,,,,CD Mirandés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,0%,"Ourense, Spain",11,3562492195364677,12/33,494.78,2022-02-14 21:20:24
CD Mirandés Polo Shirt L Official 62.98  All Seasons Polyester,CD Mirandés,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",62.98,Fashion Wear,Casual yet sporty attire for various occasions.,L,Official,89,,,,All Seasons,,Polyester,,CD Mirandés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Maestro,5%,"León, Spain",4,4154013265955,05/27,251.92,2023-01-09 22:05:23
CD Mirandés Boots XL Official 143.98 Football  Waterproof Lace-up,CD Mirandés,Boots,Sports footwear designed for different activities.,143.98,Football,Ideal for football players and enthusiasts.,XL,Official,75,Waterproof,Football,,,Waterproof,,Lace-up,CD Mirandés - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,0%,"Ávila, Spain",2,2260698042073876,12/30,287.96,2020-10-06 19:06:54
CD Mirandés Jersey 3XL Official 89.98  Summer Blend,CD Mirandés,Jersey,"Athletic shirt, often associated with sports teams.",89.98,Everyday Sport,Versatile athletic shirt for any sport.,3XL,Official,21,,,,Summer,,Blend,,CD Mirandés - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Diners Club / Carte Blanche,0%,"Melilla, Spain",10,375217786593894,03/25,899.8000000000001,2020-09-25 23:07:22
CD Mirandés Shorts 2XL 53.98  Winter Cotton,CD Mirandés,Shorts,"Brief-length trousers, worn in warm weather or for sports.",53.98,Spring Activities,Great for staying cool during summer sports.,2XL,,28,,,,Winter,,Cotton,,CD Mirandés - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Valladolid, Spain",11,4183827162023691594,11/32,593.78,2023-05-28 11:27:31
CD Mirandés Cap 2XL Official 35.98 UV Protection,CD Mirandés,Cap,"Headwear with a brim, often used for sports or casual wear.",35.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,2XL,Official,120,,,UV Protection,,,,,CD Mirandés - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,15%,"Sevilla, Spain",8,371884605766177,02/25,287.84,2021-09-14 13:26:50
CD Mirandés Pencil Case Official 23.38 Ink Compartment,CD Mirandés,Pencil Case,"Container for storing pens, pencils, and other stationery.",23.38,School and Office,Useful for school and office organization.,,Official,113,Multi-Compartment,,Ink Compartment,,,,,CD Mirandés - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,50%,"Lleida, Spain",9,676387373167,09/32,210.42,2024-02-03 14:54:41
