FirstName,LastName,birthdate,Gender,vacation_days,Shop,role,shift
Teodora,Cañellas,1980-10-18 17:37:02,Female,8,Cádiz - Striker's Style Outlet,Cashier,12:00 PM - 8:00 PM
Emiliana,Olivé,1978-12-22 19:11:12,Female,13,Cádiz - Striker's Style Outlet,Cashier,10:00 AM - 6:00 PM
Adoración,Campoy,1974-04-16 10:18:35,Female,9,Cádiz - KickOff Kits,Inventory Clerk,11:00 AM - 7:00 PM
Adoración,Muro,1989-04-22 12:03:52,Female,12,Cádiz - KickOff Kits,Inventory Clerk,12:00 PM - 8:00 PM
Sergio,Ferrán,1996-06-27 17:55:48,Male,2,Cádiz - CornerKick Collections,Customer Service Representative,9:00 AM - 5:00 PM
Dorita,Monreal,1989-10-08 09:31:53,Female,9,Cádiz - CornerKick Collections,Sales Associate,11:00 AM - 7:00 PM
Encarnacion,Somoza,1985-02-03 05:27:27,Female,2,Cádiz - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Carlos,Bermúdez,1993-10-27 17:33:43,Male,5,Cádiz - NetBound Sports,Inventory Clerk,9:00 AM - 5:00 PM
Bernardita,Cabeza,2000-12-28 17:26:29,Female,4,Cádiz - NetBound Sports,Store Manager,11:00 AM - 7:00 PM
Griselda,Osorio,1980-04-11 18:09:18,Female,13,Cádiz - Referee's Choice Sports,Customer Service Representative,10:00 AM - 6:00 PM
Nayara,Francisco,2000-06-17 05:10:38,Female,9,Cádiz - Referee's Choice Sports,Cashier,11:00 AM - 7:00 PM
Adrián,Toledo,2002-08-15 01:21:19,Male,9,Cádiz - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Emigdio,Cifuentes,1983-04-17 02:38:27,Male,12,Cádiz - GoalLine Gear,Cashier,10:00 AM - 6:00 PM
Delia,Hernandez,1978-03-11 04:13:34,Female,10,Cádiz - GoalLine Gear,Customer Service Representative,10:00 AM - 6:00 PM
Mariano,Lucena,1988-02-11 03:40:36,Male,11,Cádiz - GoalLine Gear,Store Manager,9:00 AM - 5:00 PM
Julio,Sales,1976-05-12 15:00:38,Male,10,Cádiz - PitchSide Pro Shop,Inventory Clerk,10:00 AM - 6:00 PM
Alondra,Segarra,1999-05-24 17:53:37,Female,8,Cádiz - PitchSide Pro Shop,Sales Associate,9:00 AM - 5:00 PM
Seve,Céspedes,2005-06-21 17:16:36,Male,3,Cádiz - PitchSide Pro Shop,Inventory Clerk,9:00 AM - 5:00 PM
Juan Antonio,Silva,1986-04-21 11:33:55,Male,5,Cádiz - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
Diego,Prat,2000-06-14 16:24:13,Male,4,Cádiz - TurfTrends Emporium,Customer Service Representative,9:00 AM - 5:00 PM
Yésica,Fábregas,1986-06-25 17:36:53,Female,13,Cádiz - TurfTrends Emporium,Customer Service Representative,9:00 AM - 5:00 PM
Evangelina,Gimeno,1989-01-24 11:32:59,Female,13,Cádiz - SoccerSphere,Customer Service Representative,12:00 PM - 8:00 PM
Cayetana,Gargallo,1975-04-30 17:27:06,Female,4,Cádiz - SoccerSphere,Sales Associate,12:00 PM - 8:00 PM
Caridad,Bastida,1981-05-18 22:55:01,Female,9,Cádiz - SoccerSphere,Sales Associate,10:00 AM - 6:00 PM
Sandalio,Laguna,1990-07-30 20:20:04,Male,10,Dortmund de - TurfTrends Emporium,Inventory Clerk,9:00 AM - 5:00 PM
Baudelio,Rey,2006-01-01 15:06:15,Male,5,Dortmund de - TurfTrends Emporium,Sales Associate,10:00 AM - 6:00 PM
Conrado,Casanova,1995-05-30 20:16:59,Male,2,Dortmund de - TurfTrends Emporium,Sales Associate,12:00 PM - 8:00 PM
América,Batalla,1991-12-21 01:09:31,Female,12,Dortmund de - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
Daniel,Porcel,1984-10-30 00:55:01,Male,5,Dortmund de - PitchSide Pro Shop,Customer Service Representative,11:00 AM - 7:00 PM
Jose Miguel,Matas,1988-10-25 06:43:40,Male,2,Dortmund de - PitchSide Pro Shop,Store Manager,11:00 AM - 7:00 PM
Maribel,Villena,1991-09-19 01:20:35,Female,12,Dortmund de - PitchSide Pro Shop,Cashier,11:00 AM - 7:00 PM
Eva,Solsona,1988-07-05 21:37:52,Female,14,Dortmund de - PitchSide Pro Shop,Store Manager,11:00 AM - 7:00 PM
Borja,Giménez,1983-05-12 20:22:30,Male,10,Dortmund de - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Amado,Anaya,1978-07-16 10:32:39,Male,12,Dortmund de - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Gastón,Clemente,1979-01-01 02:49:47,Male,11,Dortmund de - Referee's Choice Sports,Store Manager,12:00 PM - 8:00 PM
Danilo,Osuna,1982-07-26 19:35:30,Male,7,Dortmund de - Referee's Choice Sports,Cashier,12:00 PM - 8:00 PM
Eugenio,Murillo,1980-04-25 12:59:03,Male,6,Dortmund de - Referee's Choice Sports,Customer Service Representative,12:00 PM - 8:00 PM
Abraham,Rosselló,1999-01-17 03:44:13,Male,14,Dortmund de - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Teodosio,Vall,1985-02-27 21:29:14,Male,2,Dortmund de - Referee's Choice Sports,Cashier,11:00 AM - 7:00 PM
Zaira,Sedano,1974-09-13 12:52:06,Female,9,Dortmund de - GoalLine Gear,Inventory Clerk,9:00 AM - 5:00 PM
Guadalupe,Castellanos,1984-12-18 08:25:44,Female,10,Dortmund de - GoalLine Gear,Cashier,9:00 AM - 5:00 PM
Efraín,Llorente,2002-12-23 11:01:05,Male,6,Dortmund de - GoalLine Gear,Sales Associate,10:00 AM - 6:00 PM
Juan José,Jara,2006-01-03 12:52:41,Male,2,Dortmund de - SoccerSphere,Cashier,10:00 AM - 6:00 PM
Gema,Puerta,2003-06-30 16:56:12,Female,6,Dortmund de - SoccerSphere,Cashier,12:00 PM - 8:00 PM
Fortunato,Solera,1977-10-05 04:40:40,Male,3,Dortmund de - NetBound Sports,Cashier,12:00 PM - 8:00 PM
Germán,Larrea,1982-02-22 01:44:26,Male,9,Dortmund de - NetBound Sports,Customer Service Representative,11:00 AM - 7:00 PM
Teófila,Osorio,1979-06-12 16:22:24,Female,5,Dortmund de - NetBound Sports,Customer Service Representative,11:00 AM - 7:00 PM
Mar,Valbuena,1983-02-02 07:16:21,Female,8,Dortmund de - NetBound Sports,Inventory Clerk,12:00 PM - 8:00 PM
Balduino,Ariño,1992-02-07 01:04:16,Male,6,Dortmund de - CornerKick Collections,Cashier,9:00 AM - 5:00 PM
Ruben,Arnau,1978-08-25 14:06:02,Male,8,Dortmund de - CornerKick Collections,Customer Service Representative,10:00 AM - 6:00 PM
Francisco,Gonzalo,1997-04-19 19:57:15,Male,4,Dortmund de - CornerKick Collections,Cashier,9:00 AM - 5:00 PM
Maximiliano,Royo,1983-11-22 18:07:27,Male,4,Dortmund de - CornerKick Collections,Customer Service Representative,11:00 AM - 7:00 PM
Leocadio,Pedrero,1996-10-29 10:04:22,Male,6,Dortmund de - CornerKick Collections,Sales Associate,10:00 AM - 6:00 PM
Josep,Mínguez,1999-03-15 14:39:07,Male,3,Dortmund de - CornerKick Collections,Inventory Clerk,12:00 PM - 8:00 PM
Hortensia,Mayol,1981-01-02 22:13:12,Female,11,Dortmund de - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Catalina,Monreal,1987-09-09 11:28:48,Female,12,Dortmund de - PitchPerfect Provisions,Cashier,9:00 AM - 5:00 PM
Cesar,Almansa,1997-09-10 08:49:46,Male,12,Dortmund de - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Carla,Alba,1976-06-09 12:19:33,Female,4,Dortmund de - PitchPerfect Provisions,Store Manager,12:00 PM - 8:00 PM
Mateo,Ocaña,1999-10-18 12:12:51,Male,13,Dortmund de - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Araceli,Diéguez,1986-12-22 00:54:00,Female,4,Dortmund de - KickOff Kits,Cashier,11:00 AM - 7:00 PM
Diego,Lasa,1993-01-04 03:14:42,Male,14,Dortmund de - KickOff Kits,Inventory Clerk,11:00 AM - 7:00 PM
Febe,Arellano,2001-08-28 16:45:40,Female,4,Dortmund de - KickOff Kits,Store Manager,11:00 AM - 7:00 PM
Milagros,Blanch,1982-04-05 20:12:38,Female,8,Dortmund de - KickOff Kits,Cashier,11:00 AM - 7:00 PM
Estefanía,Saldaña,1986-12-02 18:34:16,Female,4,Eibar - PitchSide Pro Shop,Customer Service Representative,12:00 PM - 8:00 PM
Tamara,Rosa,1979-06-11 09:57:37,Female,11,Eibar - PitchSide Pro Shop,Store Manager,10:00 AM - 6:00 PM
Aristides,Vall,1978-06-13 22:57:42,Male,4,Eibar - PitchSide Pro Shop,Cashier,11:00 AM - 7:00 PM
Manolo,Valentín,1990-08-07 01:55:43,Male,6,Eibar - PitchSide Pro Shop,Cashier,11:00 AM - 7:00 PM
Consuela,Polo,2004-02-27 21:48:40,Female,14,Eibar - PitchSide Pro Shop,Sales Associate,12:00 PM - 8:00 PM
María,Sandoval,1988-12-11 01:31:34,Female,13,Eibar - PitchSide Pro Shop,Customer Service Representative,9:00 AM - 5:00 PM
Renata,Mir,2005-03-22 23:10:02,Female,5,Eibar - CornerKick Collections,Customer Service Representative,10:00 AM - 6:00 PM
Gerónimo,Sobrino,1989-11-29 06:47:17,Male,14,Eibar - CornerKick Collections,Sales Associate,11:00 AM - 7:00 PM
Aristides,Guardia,2005-11-05 16:39:50,Male,6,Eibar - CornerKick Collections,Inventory Clerk,9:00 AM - 5:00 PM
Fabio,Barriga,2006-01-10 19:43:43,Male,5,Eibar - CornerKick Collections,Inventory Clerk,9:00 AM - 5:00 PM
Luisina,Folch,1986-10-14 23:23:33,Female,10,Eibar - KickOff Kits,Cashier,10:00 AM - 6:00 PM
Ibán,Pacheco,1996-02-27 05:38:36,Male,12,Eibar - KickOff Kits,Store Manager,9:00 AM - 5:00 PM
María Dolores,Rebollo,1985-12-24 06:02:12,Female,4,Eibar - KickOff Kits,Inventory Clerk,9:00 AM - 5:00 PM
Roque,Ricart,1996-05-09 15:02:09,Male,5,Eibar - TurfTrends Emporium,Sales Associate,10:00 AM - 6:00 PM
Poncio,Quesada,1993-10-26 21:44:06,Male,14,Eibar - TurfTrends Emporium,Cashier,11:00 AM - 7:00 PM
Horacio,Yuste,1997-10-05 17:36:01,Male,2,Eibar - Striker's Style Outlet,Sales Associate,11:00 AM - 7:00 PM
Clementina,Garcés,1980-08-30 09:43:35,Female,13,Eibar - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Albino,Vidal,2000-05-31 12:17:21,Male,3,Eibar - Striker's Style Outlet,Cashier,9:00 AM - 5:00 PM
Carlito,Arévalo,1998-04-06 10:33:37,Male,12,Eibar - Striker's Style Outlet,Sales Associate,12:00 PM - 8:00 PM
Amalia,Goicoechea,1999-05-11 21:33:36,Female,15,Eibar - Striker's Style Outlet,Sales Associate,12:00 PM - 8:00 PM
Valero,Bernad,1992-01-17 22:30:00,Male,3,Eibar - GoalLine Gear,Store Manager,11:00 AM - 7:00 PM
Florentino,Alcázar,1998-02-12 09:53:47,Male,9,Eibar - GoalLine Gear,Inventory Clerk,9:00 AM - 5:00 PM
Encarna,Bauzà,1998-11-18 10:33:59,Female,3,Eibar - Referee's Choice Sports,Customer Service Representative,10:00 AM - 6:00 PM
Baldomero,Moles,1984-01-22 11:34:17,Male,3,Eibar - Referee's Choice Sports,Inventory Clerk,10:00 AM - 6:00 PM
Alicia,Doménech,1982-03-13 09:42:12,Female,8,Eibar - Referee's Choice Sports,Customer Service Representative,11:00 AM - 7:00 PM
Chuy,Echeverría,1998-03-31 16:12:11,Male,11,Eibar - Referee's Choice Sports,Store Manager,10:00 AM - 6:00 PM
Luciana,Cañellas,1984-06-19 06:38:36,Female,4,Eibar - SoccerSphere,Customer Service Representative,12:00 PM - 8:00 PM
Nicolás,García,1995-09-13 03:33:05,Male,3,Eibar - SoccerSphere,Store Manager,12:00 PM - 8:00 PM
Violeta,Carrera,1985-12-10 05:50:18,Female,13,Eibar - NetBound Sports,Store Manager,9:00 AM - 5:00 PM
Maribel,Casado,1996-05-24 08:02:56,Female,6,Eibar - NetBound Sports,Store Manager,11:00 AM - 7:00 PM
Estefanía,Peláez,2000-06-06 22:24:57,Female,5,Eibar - NetBound Sports,Store Manager,11:00 AM - 7:00 PM
Reyes,Porras,1988-10-28 05:33:55,Male,15,Eibar - PitchPerfect Provisions,Store Manager,12:00 PM - 8:00 PM
Haydée,Espejo,1994-01-14 10:55:18,Female,3,Eibar - PitchPerfect Provisions,Cashier,9:00 AM - 5:00 PM
Áurea,Santana,1990-05-07 04:34:52,Female,11,Eibar - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Piedad,Pomares,1975-03-31 17:33:42,Female,9,Eibar - PitchPerfect Provisions,Sales Associate,10:00 AM - 6:00 PM
Rita,Cifuentes,1979-09-10 01:46:28,Female,5,Eibar - PitchPerfect Provisions,Customer Service Representative,10:00 AM - 6:00 PM
Mamen,Bueno,1984-02-27 02:12:04,Female,10,Eibar - PitchPerfect Provisions,Sales Associate,9:00 AM - 5:00 PM
Amparo,Iriarte,1985-12-10 12:53:57,Female,11,Elche - CornerKick Collections,Inventory Clerk,10:00 AM - 6:00 PM
Ciriaco,Infante,1982-11-21 15:59:28,Male,5,Elche - CornerKick Collections,Sales Associate,12:00 PM - 8:00 PM
Clarisa,Hierro,1979-01-10 06:42:27,Female,14,Elche - CornerKick Collections,Customer Service Representative,10:00 AM - 6:00 PM
Nicodemo,Sedano,1994-05-04 08:54:54,Male,6,Elche - CornerKick Collections,Customer Service Representative,11:00 AM - 7:00 PM
Perlita,Manzanares,1977-09-14 20:54:18,Female,13,Elche - PitchSide Pro Shop,Store Manager,10:00 AM - 6:00 PM
Rolando,Belda,1992-04-20 21:00:52,Male,10,Elche - PitchSide Pro Shop,Inventory Clerk,9:00 AM - 5:00 PM
Daniela,Larrañaga,2000-03-22 19:24:32,Female,3,Elche - PitchSide Pro Shop,Cashier,11:00 AM - 7:00 PM
Ricardo,Gomila,2003-03-31 12:35:43,Male,5,Elche - PitchSide Pro Shop,Inventory Clerk,10:00 AM - 6:00 PM
Lalo,Vall,1983-08-22 14:48:06,Male,5,Elche - KickOff Kits,Cashier,12:00 PM - 8:00 PM
Pilar,Rodriguez,1995-10-07 08:27:34,Female,10,Elche - KickOff Kits,Store Manager,11:00 AM - 7:00 PM
Pacífica,Uría,1990-08-18 09:13:08,Female,10,Elche - KickOff Kits,Cashier,11:00 AM - 7:00 PM
Florinda,Fernández,1976-08-17 02:43:11,Female,15,Elche - KickOff Kits,Customer Service Representative,10:00 AM - 6:00 PM
Juan José,Valero,1998-08-11 01:51:21,Male,13,Elche - KickOff Kits,Store Manager,12:00 PM - 8:00 PM
Teodoro,Lorenzo,2003-07-20 18:58:12,Male,6,Elche - KickOff Kits,Store Manager,11:00 AM - 7:00 PM
Ibán,Montes,2005-01-29 17:24:15,Male,2,Elche - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Vicenta,Tena,1980-07-03 23:30:38,Female,12,Elche - PitchPerfect Provisions,Customer Service Representative,10:00 AM - 6:00 PM
Maite,Verdugo,1988-07-09 02:26:13,Female,13,Elche - PitchPerfect Provisions,Customer Service Representative,11:00 AM - 7:00 PM
Félix,González,1976-08-30 11:55:01,Male,10,Elche - Referee's Choice Sports,Customer Service Representative,11:00 AM - 7:00 PM
Yaiza,Gálvez,1983-04-30 20:22:40,Female,7,Elche - Referee's Choice Sports,Cashier,11:00 AM - 7:00 PM
Carlos,Hierro,1975-01-04 12:47:28,Male,3,Elche - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Constanza,Gárate,1999-12-14 10:03:34,Female,4,Elche - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
María Carmen,Carranza,1996-01-01 20:40:38,Female,14,Elche - TurfTrends Emporium,Customer Service Representative,9:00 AM - 5:00 PM
Federico,Puig,2001-06-19 06:29:59,Male,14,Elche - TurfTrends Emporium,Customer Service Representative,10:00 AM - 6:00 PM
Azeneth,Silva,1978-07-21 13:02:44,Female,9,Elche - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
Olegario,Quintana,1987-04-26 07:39:02,Male,15,Elche - SoccerSphere,Customer Service Representative,10:00 AM - 6:00 PM
Pastora,Gual,1983-03-17 18:38:28,Female,2,Elche - SoccerSphere,Cashier,10:00 AM - 6:00 PM
Íñigo,Peñalver,1988-05-25 10:32:27,Male,7,Elche - SoccerSphere,Sales Associate,11:00 AM - 7:00 PM
Carmen,Soto,1996-12-04 22:05:35,Female,10,Elche - SoccerSphere,Cashier,11:00 AM - 7:00 PM
Carolina,Feijoo,1979-11-11 15:59:35,Female,12,Elche - NetBound Sports,Cashier,9:00 AM - 5:00 PM
Elpidio,Pina,1989-12-31 09:43:28,Male,14,Elche - NetBound Sports,Sales Associate,11:00 AM - 7:00 PM
Remigio,Jaén,1976-03-27 18:13:51,Male,9,Elche - NetBound Sports,Sales Associate,12:00 PM - 8:00 PM
Octavio,Roura,1994-05-19 06:11:15,Male,10,Elche - NetBound Sports,Cashier,9:00 AM - 5:00 PM
Fanny,Cuevas,1993-11-12 21:09:41,Female,9,Elche - NetBound Sports,Cashier,11:00 AM - 7:00 PM
Dani,Iñiguez,1995-02-11 07:15:47,Male,15,Elche - GoalLine Gear,Sales Associate,12:00 PM - 8:00 PM
Vasco,Villena,1995-09-16 19:18:42,Male,2,Elche - GoalLine Gear,Inventory Clerk,10:00 AM - 6:00 PM
Fermín,Álamo,1977-07-03 03:51:23,Male,4,Elche - GoalLine Gear,Store Manager,9:00 AM - 5:00 PM
Chucho,Arjona,1994-01-12 17:26:21,Male,2,Elche - Striker's Style Outlet,Cashier,11:00 AM - 7:00 PM
Angelina,Bolaños,1989-06-03 03:32:24,Female,15,Elche - Striker's Style Outlet,Cashier,12:00 PM - 8:00 PM
Pepe,Zurita,1987-10-22 13:09:04,Male,2,Elche - Striker's Style Outlet,Sales Associate,11:00 AM - 7:00 PM
Francisco Javier,Herrero,1978-12-06 22:20:34,Male,14,Eldense - PitchSide Pro Shop,Inventory Clerk,12:00 PM - 8:00 PM
Cornelio,Borja,1981-01-01 06:33:28,Male,11,Eldense - PitchSide Pro Shop,Sales Associate,12:00 PM - 8:00 PM
Estrella,Arana,1997-10-18 04:16:51,Female,4,Eldense - Striker's Style Outlet,Sales Associate,11:00 AM - 7:00 PM
Camilo,Múñiz,1994-06-16 09:46:19,Male,5,Eldense - Striker's Style Outlet,Inventory Clerk,11:00 AM - 7:00 PM
Dionisio,Fuente,1997-07-28 09:46:49,Male,3,Eldense - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Visitación,Peñalver,1992-08-01 11:07:20,Female,13,Eldense - Referee's Choice Sports,Cashier,12:00 PM - 8:00 PM
Cayetano,Tejedor,1996-08-20 16:46:32,Male,15,Eldense - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Aurora,Rosell,1988-02-14 23:02:43,Female,10,Eldense - Referee's Choice Sports,Customer Service Representative,11:00 AM - 7:00 PM
Purificación,Cánovas,1991-05-11 15:58:42,Female,13,Eldense - CornerKick Collections,Customer Service Representative,12:00 PM - 8:00 PM
Amanda,Miralles,1980-10-07 03:41:41,Female,9,Eldense - CornerKick Collections,Sales Associate,9:00 AM - 5:00 PM
Mario,Albero,1998-08-29 19:30:26,Male,6,Eldense - CornerKick Collections,Customer Service Representative,12:00 PM - 8:00 PM
Diana,Bermudez,1991-03-07 02:41:47,Female,3,Eldense - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Aureliano,Moraleda,1992-10-12 01:43:30,Male,14,Eldense - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Liliana,Arnaiz,1985-03-01 03:17:17,Female,9,Eldense - NetBound Sports,Cashier,11:00 AM - 7:00 PM
Gerardo,Frías,1983-12-28 12:08:25,Male,6,Eldense - NetBound Sports,Sales Associate,11:00 AM - 7:00 PM
Melisa,Almeida,1999-10-26 08:06:38,Female,10,Eldense - NetBound Sports,Cashier,11:00 AM - 7:00 PM
Victorino,Aguirre,2001-05-05 16:28:41,Male,3,Eldense - GoalLine Gear,Sales Associate,11:00 AM - 7:00 PM
Marcial,Cabezas,1999-12-25 05:49:37,Male,5,Eldense - GoalLine Gear,Sales Associate,12:00 PM - 8:00 PM
Pedro,Rios,2005-03-15 14:33:06,Male,5,Eldense - GoalLine Gear,Store Manager,10:00 AM - 6:00 PM
Carlito,Caparrós,1978-07-07 00:05:17,Male,13,Eldense - TurfTrends Emporium,Customer Service Representative,12:00 PM - 8:00 PM
Pastor,Almeida,1987-10-19 06:05:38,Male,5,Eldense - TurfTrends Emporium,Sales Associate,10:00 AM - 6:00 PM
Albino,Sierra,1985-05-28 22:41:52,Male,3,Eldense - TurfTrends Emporium,Sales Associate,12:00 PM - 8:00 PM
Julián,Rivas,1977-01-30 17:22:23,Male,14,Eldense - TurfTrends Emporium,Store Manager,11:00 AM - 7:00 PM
Genoveva,Varela,1978-03-07 01:59:08,Female,7,Eldense - TurfTrends Emporium,Cashier,11:00 AM - 7:00 PM
Jessica,Olmo,1978-09-09 23:09:33,Female,3,Eldense - SoccerSphere,Customer Service Representative,9:00 AM - 5:00 PM
Tiburcio,Casanova,1985-11-26 01:04:36,Male,13,Eldense - SoccerSphere,Store Manager,11:00 AM - 7:00 PM
Cipriano,Viana,1996-06-07 04:22:16,Male,15,Eldense - KickOff Kits,Customer Service Representative,11:00 AM - 7:00 PM
Reyes,Sánchez,1989-08-06 19:34:05,Female,14,Eldense - KickOff Kits,Customer Service Representative,11:00 AM - 7:00 PM
Salomé,Navas,1994-12-20 12:23:31,Female,5,Eldense - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Natanael,Gallo,1985-03-17 10:12:10,Male,5,Eldense - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Mercedes,Fiol,1987-02-28 14:15:10,Female,12,Espanyol - PitchSide Pro Shop,Sales Associate,11:00 AM - 7:00 PM
Vasco,Tamarit,1974-09-11 20:00:06,Male,2,Espanyol - PitchSide Pro Shop,Customer Service Representative,9:00 AM - 5:00 PM
Florina,Feijoo,1976-10-26 08:24:33,Female,2,Espanyol - PitchSide Pro Shop,Store Manager,12:00 PM - 8:00 PM
Benjamín,Jurado,1991-10-18 14:37:50,Male,13,Espanyol - TurfTrends Emporium,Store Manager,12:00 PM - 8:00 PM
Nico,Millán,1991-07-04 22:17:26,Male,5,Espanyol - TurfTrends Emporium,Inventory Clerk,11:00 AM - 7:00 PM
Ceferino,Santana,1994-11-26 03:40:00,Male,11,Espanyol - TurfTrends Emporium,Customer Service Representative,10:00 AM - 6:00 PM
Manuelita,Salvador,1992-07-25 05:03:36,Female,12,Espanyol - TurfTrends Emporium,Store Manager,9:00 AM - 5:00 PM
Armida,Arranz,2000-07-06 04:34:53,Female,9,Espanyol - TurfTrends Emporium,Store Manager,12:00 PM - 8:00 PM
Íngrid,Rosselló,1988-10-06 09:14:46,Female,2,Espanyol - TurfTrends Emporium,Inventory Clerk,12:00 PM - 8:00 PM
Gema,Sevilla,1979-10-13 04:01:47,Female,13,Espanyol - KickOff Kits,Cashier,10:00 AM - 6:00 PM
Conrado,Román,1983-09-02 00:55:20,Male,6,Espanyol - KickOff Kits,Inventory Clerk,12:00 PM - 8:00 PM
Nydia,Armas,2004-02-21 01:38:58,Female,3,Espanyol - KickOff Kits,Store Manager,12:00 PM - 8:00 PM
José Antonio,Barroso,1992-01-07 07:20:39,Male,14,Espanyol - SoccerSphere,Inventory Clerk,11:00 AM - 7:00 PM
Samuel,Granados,1998-09-09 13:31:43,Male,8,Espanyol - SoccerSphere,Customer Service Representative,11:00 AM - 7:00 PM
Aitana,Maza,1988-01-30 04:15:02,Female,10,Espanyol - SoccerSphere,Cashier,12:00 PM - 8:00 PM
Nereida,Plaza,2003-02-05 23:24:41,Female,5,Espanyol - PitchPerfect Provisions,Sales Associate,12:00 PM - 8:00 PM
Perlita,Badía,1977-12-11 23:25:57,Female,14,Espanyol - PitchPerfect Provisions,Store Manager,9:00 AM - 5:00 PM
Amanda,Carrasco,1981-05-16 15:35:52,Female,6,Espanyol - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Jesusa,Alberola,1993-10-23 18:45:18,Female,15,Espanyol - GoalLine Gear,Cashier,9:00 AM - 5:00 PM
Nydia,Vara,1994-05-27 15:47:44,Female,7,Espanyol - GoalLine Gear,Store Manager,11:00 AM - 7:00 PM
Aarón,Catalán,1983-01-11 04:49:55,Male,8,Espanyol - GoalLine Gear,Customer Service Representative,9:00 AM - 5:00 PM
Horacio,Bravo,1985-09-17 09:34:48,Male,2,Espanyol - Referee's Choice Sports,Customer Service Representative,12:00 PM - 8:00 PM
Rebeca,Oliver,1997-05-30 10:08:57,Female,2,Espanyol - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Olegario,Toro,1998-07-29 14:47:45,Male,3,Espanyol - Striker's Style Outlet,Customer Service Representative,10:00 AM - 6:00 PM
Aitana,Urrutia,1980-09-27 17:49:25,Female,5,Espanyol - Striker's Style Outlet,Cashier,9:00 AM - 5:00 PM
Emilia,Campo,2004-05-12 19:17:10,Female,7,Espanyol - Striker's Style Outlet,Store Manager,11:00 AM - 7:00 PM
Reina,Santos,1999-02-06 21:02:02,Female,15,Espanyol - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
