Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Athletic Club Polo Shirt M 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,M,,77,,,,All Seasons,,Polyester,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,5%,"Navarra, Spain",12,3503485334940193,05/24,447.840,2022-08-16 14:14:14
Athletic Club Polo Shirt S 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,S,,96,,,,All Seasons,,Polyester,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Maestro,0%,"Guadalajara, Spain",1,4383088746793,04/33,37.32,2023-12-09 06:46:30
Athletic Club Coat XS Official 138.66  Winter Cotton,Athletic Club,Coat,Outerwear garment for protection against cold weather.,138.66,Winter Activities,Designed to keep you warm during winter activities.,XS,Official,52,Wind-resistant,,,Winter,,Cotton,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Discover,25%,"Girona, Spain",4,378980916657296,02/27,554.64,2021-12-05 12:59:37
Athletic Club Polo Shirt L Official 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,L,Official,9,,,,All Seasons,,Polyester,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 13 digit,0%,"Zamora, Spain",5,3598977525759040,08/26,186.6,2021-11-29 07:12:34
Athletic Club Jersey XS 53.32  All Seasons Polyester,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Suitable for any sports activity.,XS,,55,Breathable,,,All Seasons,,Polyester,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 16 digit,15%,"Soria, Spain",1,4850537837354087,04/31,53.32,2020-03-18 15:10:27
Athletic Club Cup Official 21.32 Microwave and Dishwasher Safe,Athletic Club,Cup,"Drinking vessel, often awarded as a trophy in competitions.",21.32,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,43,,,Microwave and Dishwasher Safe,,,,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,50%,"Valencia, Spain",10,5267197253932686,02/32,213.2,2019-07-15 03:19:30
Athletic Club Boots M Official 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,M,Official,10,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,15%,"Cádiz, Spain",10,4850537837354087,04/31,853.1999999999999,2022-10-27 06:48:36
Athletic Club Coat XS 138.66  Winter Cotton,Athletic Club,Coat,Outerwear garment for protection against cold weather.,138.66,Winter Activities,Designed to keep you warm during winter activities.,XS,,4,Wind-resistant,,,Winter,,Cotton,,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,0%,"Cádiz, Spain",4,4765295178854140,06/24,554.64,2021-04-13 19:42:22
Athletic Club Goalkeeper Gloves 3XL Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,3XL,Official,76,,,,,,,,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,0%,"Ceuta, Spain",6,676107680883,06/33,575.9399999999999,2021-08-06 19:36:52
Athletic Club Backpack Official 74.66 Multi-Compartment,Athletic Club,Backpack,"Bag worn on the back, designed to carry belongings.",74.66,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,51,Laptop Compartment,,Multi-Compartment,,,,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,0%,"Sevilla, Spain",9,6511887560031352,10/30,671.9399999999999,2024-02-15 09:33:17
Athletic Club Goalkeeper Gloves XS Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,XS,Official,55,,,,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",,,,,,,,
Athletic Club Goalkeeper Gloves XS 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,XS,,42,,,,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Discover,50%,"Jaén, Spain",6,6011586865264594,01/25,575.9399999999999,2021-06-14 09:35:26
Athletic Club Polo Shirt XS 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,XS,,42,,,,All Seasons,,Polyester,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 15 digit,0%,"Burgos, Spain",6,4643291660384355,07/29,223.92,2020-03-22 14:20:49
Athletic Club Backpack Official 74.66 Multi-Compartment,Athletic Club,Backpack,"Bag worn on the back, designed to carry belongings.",74.66,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,11,Laptop Compartment,,Multi-Compartment,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,0%,"Ciudad, Spain",9,6598930948193886,02/31,671.9399999999999,2019-05-20 06:30:58
Athletic Club Pencil Case Official 13.86 Ink Compartment,Athletic Club,Pencil Case,"Container for storing pens, pencils, and other stationery.",13.86,School and Office,Useful for school and office organization.,,Official,68,Multi-Compartment,,Ink Compartment,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,0%,"Málaga, Spain",2,4777981452356227,10/28,27.72,2022-01-27 02:15:31
Athletic Club Jersey 2XL 53.32  All Seasons Polyester,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Suitable for any sports activity.,2XL,,98,Breathable,,,All Seasons,,Polyester,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",American Express,5%,"León, Spain",5,4213032498784418926,02/30,266.6,2021-04-19 04:58:37
Athletic Club Sweatshirt 3XL Official 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,3XL,Official,22,,,,Summer,,Blend,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 19 digit,0%,"Toledo, Spain",7,371273361622149,06/33,298.62,2021-07-31 18:04:19
Athletic Club Sweatshirt XS 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,XS,,10,,,,Summer,,Blend,,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",,,,,,,,
Athletic Club Long Pants M 63.99  Summer Blend,Athletic Club,Long Pants,Full-length trousers or pants.,63.99,Sports and Exercise,Designed for sports and exercise activities.,M,,104,,,,Summer,,Blend,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 19 digit,25%,"Zaragoza, Spain",2,2282341744846133,04/29,127.98,2022-10-04 03:41:22
Athletic Club Shorts L Official 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,L,Official,112,,,,Winter,,Cotton,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,25%,"Cádiz, Spain",3,374988275719346,11/29,95.97,2021-02-18 09:20:44
Athletic Club Bermuda Shorts S Official 47.99  All Seasons Polyester,Athletic Club,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",47.99,Summer Activities,Perfect for staying cool during summer activities.,S,Official,79,UV Protection,,,All Seasons,,Polyester,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,0%,"Alicante, Spain",12,4119252926534,01/28,575.88,2021-09-03 20:12:11
Athletic Club Coat L 138.66  Winter Cotton,Athletic Club,Coat,Outerwear garment for protection against cold weather.,138.66,Winter Activities,Designed to keep you warm during winter activities.,L,,13,Wind-resistant,,,Winter,,Cotton,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,0%,"Almería, Spain",11,3566808036223598,01/30,1525.26,2022-01-04 22:38:28
Athletic Club Cup Official 21.32 Microwave and Dishwasher Safe,Athletic Club,Cup,"Drinking vessel, often awarded as a trophy in competitions.",21.32,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,8,,,Microwave and Dishwasher Safe,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"La Rioja, Spain",8,180029012533734,10/28,170.56,2023-02-04 15:20:06
Athletic Club Shorts S 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,S,,90,,,,Winter,,Cotton,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 13 digit,15%,"Granada, Spain",2,4010817814242,07/28,63.98,2019-11-15 15:19:35
Athletic Club Goalkeeper Gloves M Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,M,Official,79,,,,,,,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 16 digit,0%,"Cáceres, Spain",5,180029012533734,10/28,479.95,2023-02-05 00:34:31
Athletic Club Shorts 3XL Official 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,3XL,Official,89,,,,Winter,,Cotton,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Vizcaya, Spain",4,213170747429763,08/33,127.96,2021-12-10 16:47:39
Athletic Club Socks L 10.66 All sports  Sweet fit,Athletic Club,Socks,Garments worn on the feet for comfort and warmth.,10.66,Sports and Exercise,Designed for sports and exercise routines.,L,,8,,All sports,,,Sweet,,fit,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,10%,"Pontevedra, Spain",6,639014768605,05/26,63.96,2019-08-16 23:08:00
Athletic Club Pencil Case  13.86 Ink Compartment,Athletic Club,Pencil Case,"Container for storing pens, pencils, and other stationery.",13.86,School and Office,Useful for school and office organization.,,,104,Multi-Compartment,,Ink Compartment,,,,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Madrid, Spain",3,348371530135108,08/24,41.58,2023-02-16 07:54:52
Athletic Club Shorts M Official 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,M,Official,72,,,,Winter,,Cotton,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 13 digit,0%,"Alicante, Spain",11,4463694168424,11/27,351.89,2022-05-11 08:37:08
Athletic Club Goalkeeper Gloves XS Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,XS,Official,92,,,,,,,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,0%,"La Coruña, Spain",11,4276517491777,11/31,1055.8899999999999,2020-10-04 16:54:14
Athletic Club Sweatshirt L 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,L,,73,,,,Summer,,Blend,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",American Express,25%,"Lugo, Spain",6,4853613943890251,11/29,255.95999999999998,2021-09-02 19:45:35
